Address;Title;Description;Rooms;Living Space (sqm);Price;Price_per_SquareMeter
Via Primasacc 34, 6926 Collina d'Oro;Residenza Hiding Home;;1.5;36.0;280000.0;7777.777777777777
Via Sione, 6900 Massagno;Appartamento - Massagno;;4.5;178.0;1470000.0;8258.426966292134
1315 La Sarraz;Appartement neuf sur trois niveaux - Pompaples/La Sarraz;;3.5;79.0;645000.0;8164.556962025316
6852 Genestrerio;Nuovo e moderno 2.5 locali con giardino;Nuovo e moderno 2.5 locali con giardino a Genestrerio.Situato al piano terra della Residenza La Cà Bianca, l’immobile dispone di una terrazza e di un giardino privato.Gli ambienti interni sono così suddivisi: spazioso soggiorno con cucina a vista arredata in legno laccato e completa di ottimi elettrodomestici, disimpegno, camera matrimoniale e bagno. Le finiture sono di ottima qualità e personalizzabili durante le fasi di costruzione: pavimenti in grès per la zona giorno e il bagno, parquet nella camera, serramenti in PVC con lamelle in alluminio a comando elettrico.L’edificio è dotato di impianti all’avanguardia, che permettono di contenere i consumi e ridurre l’impatto sull’ambiente. L’acqua calda sanitaria e la produzione di calore sono prodotti grazie ad una termopompa di tipo “aria-aria”.1 cantina inclusa nel prezzo di vendita.Possibilità di acquistare posti auto in autorimessa a 40.000 chf ognuno. La consegna è prevista entro l’estate del 2023.MISUREAppartamento: 58.40 mqTerrazzo: 5.40 mqGiardino: 71.60 mqSuperficie commerciale: 68.26 mq Rif.: LCB-PPP6Sono disponibili nella stessa residenza altri appartamenti!;2.5;68.0;420000.0;6176.470588235294
1963 Vétroz;Villa individuelle à construire à Vétroz !;C'est dans le charmant village viticole de Vétroz, à 10 minutes de Sion, que votre future maison vous attend ! Nous allons y construire des magnifiques villas individuelles et personnalisables. Il ne reste qu'une seule villa à construire ! N'attendez plus.Le terrain est situé au coeur du vignoble, en bordure de zone à construire. Vous bénéficierez d'un ensoleillement optimal et d'une belle vue. De topographie entièrement plate, il vous permettra d'optimiser vos aménagements extérieurs. La ville de Sion, comme les accès autoroutiers, sont à proximité. La gare d'Ardon, un arrêt de bus et les commerces sont à quelques minutes seulement.Vous aurez l'avantage d'être au calme, tout en étant proche des commodités. Cet emplacement est privilégié et rare. Un permis de construire est disponible et peut être utilisé afin de démarrer votre construction dans les meilleurs délais. Il vous permettra de réaliser la construction d'une belle villa de 5.5 pièces, excavée. Nos villas vous offrent des pièces lumineuses grâce à de grandes baies vitrées, un espace de vie confortable et une cuisine ouverte sur la salle à manger. L'étage nuit vous est proposé avec 4 chambres de bonnes dimensions et une grande salle de bain. Le système de chauffage par pompe à chaleur vous offre un système écologique et économique. Un appoint d'énergies renouvelables est prévu avec des panneaux solaires photovoltaïques. Parce qu'une visite est bien plus parlante que des plans ou des images, nous avons construit des villas d'exposition. Nos bureaux valaisans et notre villa d'exposition sont situés à Aproz. Nous pouvons également vous recevoir à Oron-la-Ville pour la visite de 2 autres villas. Nous sommes ouverts du lundi au samedi et nous nous réjouissons de vous recevoir afin de vous présenter nos possibilités de construction.Spécialisés dans la construction de villas clé-en-mains depuis 1997, nous misons sur des matériaux et techniques de qualité supérieure. Chez Prologis, tout la chaîne de construction de nos villas est contrôlée de très près afin de respecter les réglementations et de garantir des logements de qualité, respectueux de l'environnement et aptes à résister à l'usure du temps. Chaque construction est différente : nos acheteurs ont la liberté de personnaliser leur projet de construction dans la limite des contraintes techniques et des règlements des construction. Tous nos clients rencontrent notre architecte pour réaliser les plans de leur maison en fonction de leurs désirs.Un budget pour le paiement des frais annexes liés à votre construction fait partie de notre offre. Nous avons inclus les postes suivants : taxes de raccordement, taxes PC, frais de mise à l'enquête et d'architecture, géomètre, aménagements extérieurs et intérêts intercalaires. Les frais de notaire sont à prévoir en plus. Ils diffèrent selon la situation de chacun et nous nous tenons à votre disposition pour les estimer ensemble et les inclure dans votre projet. Faites-nous confiance pour votre construction ! Dessinez votre future villa avec nos architectes, choisissez les finitions et nous nous occupons de tout le reste. Nous vous remettrons les clés de votre future villa 6 mois après le début des travaux.(Textes et images non contractuels);5.5;172.0;1002000.0;5825.581395348837
Route du flon 20, 1610 Oron-la-Ville;Grand et lumineux appartement 4.5 pièces au dernier étage;;4.5;132.0;925000.0;7007.575757575758
Hölzlirain 8a, 6260 Reiden;Die perfekte Haus für die junge Familie.;;4.5;147.0;1180000.0;8027.210884353742
1468 Cheyres;Grand 3.5 pièces avec balcon-terrasse;NOUVELLE PROMOTION A CHEYRES!Cet appartement de 3.5 pièces est situé au 1er étage de l'immeuble B. Il offre une surface habitable de 77 m2 et est conçu pour offrir un espace de vie confortable et fonctionnel.L'appartement dispose d'un balcon-terrasse de 8m2, offrant un espace extérieur privé où vous pourrez profiter de l'air frais et des vues sur les environs.Il se compose comme suit :Un hall d'entrée avec armoires murales. Sur la droite, la partie jour avec un spacieux séjour / salle à manger avec accès à la terrasse qui offre un espace convivial pour se détendre, recevoir des invités et partager des repas en famille. Les grandes fenêtres inondent la pièce de lumière naturelle, créant une atmosphère chaleureuse et agréable.Sur la gauche, la partie nuit qui comprend 2 chambres à coucher et une grande salle de bains avec WC et arrivée d'eau pour la colonne de lavage.L'immeuble propose également d'autres commodités pour les résidents, telles qu'un parking souterrain sécurisé partagé avec l'immeuble A, des espaces verts communs, une buanderie commune avec colonne de lavage, des caves privées et un local technique.Une place de parc intérieure (30'000 CHF) ainsi qu'une cave complètent ce bien.L'emplacement de l'immeuble B à Cheyres offre un cadre paisible et pittoresque, à proximité du lac de Neuchâtel. Vous pourrez profiter pleinement des activités nautiques, des paysages magnifiques et de la tranquillité de la région.Prix de l'appartement : 570'000 CHFPrix de la place de parc : 30'000 CHFPrix de vente : 600'000 CHFFrais de notaire réduits car uniquement sur la quote-part terrain !Livraison prévue printemps 2025VISITE SUR DEMANDE : ALEXANDRA JEREZ 079 945 43 90 TANIA LEITE 076 577 34 32;3.5;77.0;570000.0;7402.597402597403
1852 Roche VD;Petite PPE de 6 appartements au coeur du village de Roche;"Vente sur plan de 6 appartements en PPE. Le projet est situé dans un quartier calme au coeur du village de Roche, profitant ainsi d'une situation privilégiée à quelques minutes des accès autoroutiers, du lac et du Valais. Il répond aux exigences des personnes à la recherche d'un lieu de vie associant tranquillité villageoise, standing, praticité et proximité avec les voies de communication. DES ESPACES INTERIEURS DE QUALITE Un soin particulier est apporté aux espaces intérieurs, tant par les dimensions que par la qualité des matériaux. Tous les appartements disposent d'une cuisine ouverte sur le salon, d'un balcon-terrasse, d'une cave et d'une place de parc couverte.Les matériaux sont de qualité, carrelage dans la cuisine et le salon, parquet dans les chambres. Tous les logements sont prolongés par un balcon couvert, suffisamment large pour pouvoir y manger. Leurs dimensions varient, bien sûr, selon la taille de l'appartement.Une place de jeux pour les enfants est aménagée au bas de l'immeuble.Cet appartement de 3.5 pces (Lot 03) situé au 1er étage est composé de la manière suivante :?- Hall d'entrée avec armoire intégrée- Belle cuisine entière agencée et ouverte sur le séjour- Grand salon/séjour avec accès au balcon-terrasse- 2 belles chambres à coucher de 11,92 et 14,29 m2- WC visiteur- Salle d'eau avec baignoire, WC et lavabo- Balcon-terrasse de 5.78 m2Annexes : - 1 cave- 1 place de parc couverte (en sus et obligatoire pour CHF 25'000.-)Les points forts de cette promotion : - 3.5 pces ou 4.5 pces- Balcon-terrasse pour chaque appartement- Places de jeux pour vos enfants et espaces de vie communs- Production de chaleur et distribution au sol par pompe à chaleur air/eau, réversible- Panneaux solaires photovoltaïques - Thermostat pour chaque pièce- Compteur séparé pour chaque appartement- Stores électriques- Buanderie commune- Immeuble avec ascenseur, place de jeux et jardin privatif- Délai de livraison : 18 mois dès l'ouverture du chantierSituation : - Arrêt de bus et gare à proximité- Ecoles, transports et commerces du village, à pieds !- À 3 minutes des accès autoroutiers - Proche du centre-ville de Villeneuve et de toutes ses commodités?Roche est un petit village de l'est vaudois, plus précisément dans la région du Chablais vaudois. Son altitude est 387 mètres. Situé à l'endroit où l'Eau-Froide tombe dans la plaine du Rhône, au pied de l'extrémité sud-est de la chaîne du Mont d'Arvel, en face la large pyramide du Grammont, Roche est dans une situation des plus abritées. Son territoire de 646 hectares est entouré par les communes de Corbeyrier, Yvorne, Chessel, Noville, Rennaz et Villeneuve faisant toutes partie du district d'Aigle. Les habitants de Roche sont appelés les « Rotzérans"".+ de détails sur : www.roche-vd.chChez nous, la curiosité est un joli défaut ! Appelez- nous pour une visite ! ***RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH***";3.5;82.0;545000.0;6646.341463414634
Dürrenmattweg 15, 4123 Allschwil;TRIO CENTRAL,  stadt- und naturnahe Toplage;;4.5;115.0;1390000.0;12086.95652173913
1228 Plan-les-Ouates;Nouveau projet - Triplex HPE neuf de 5 pièces avec terrasses (Lot C);;5.0;205.0;1900000.0;9268.292682926829
Avenue du Crochetan, 1870 Monthey;Les Jardins de Mabillon à Monthey;"""Les Jardins de Mabillon"" - MINERGIE avec panneaux solaires/photovoltaïques.La Promotion ""Les Jardins de Mabillon"" se trouvera proche du centre ville de Monthey, dans un quartier privilégié, avec toutes les commodités à 2 pas.Cet appartement aux normes Minergie se compose comme suit :- hall d'entrée avec armoire murale et buanderie- une salle de douche/WC- une salle de bain/WC- deux chambres à coucher- cuisine ouverte sur le séjour avec accès au balconPlace de parc intérieure à Fr. 40'000.-- en plus du prix de vente.Les finitions sont au gré du preneur.Livraison : septembre 2025.";3.5;96.0;606375.0;6316.40625
6803 Camignolo;Spaziosi appartamenti in posizione verde e ricercata con ogni comfort;;4.5;115.0;690000.0;6000.0
Chemin des Narcisse 45, 1880 Bex;Opportunité à Saisir - 4.5 p neuf - 107 m2 avec balcon;"Atmosphère de sérénité incomparable ! Disponibles début juillet 2024Découvrez La Résidence des"" Reflets du Midi"" proposant des Appartements neufs, de 2-5 p à 4.5 p, nichés au coeur d'un quartier résidentiel paisible, entourés de villas et de verdure.Offrant une atmosphère de tranquillité incomparable, chaque appartement est conçu pour apporter une harmonie parfaite entre confort moderne et nature environnante.Totalement terminés en juillet 2024, ces appartements offrent des prix concurrentiels, faisant de cette opportunité une option attrayante pour celles et ceux qui sont à la recherche d'un cadre de vie serein et confortable, bien desservis par les transports publics.Pour fixer Rendez-vous ou recevoir une brochure complète : Mme Lucrèce Constantin - 079 799 58 90 lucrece.constantin@bernard-nicod.ch";4.5;101.0;548000.0;5425.742574257426
Grand Champsec, 1950 Sion;Lot J-204 - Appartement de 2.5 pces au 2ème;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Véritable écrin de verdure intégré au tissu urbain, ce projet composé de 8 immeubles à haute efficacité énergétique et à l'architecture épurée propose 191 appartements allant du studio au 4.5 pièces, spacieux et confortables.Vous y trouverez certainement votre futur cocon ! *** PHASE II - Spécial investisseur ***Vous cherchez à investir dans l'immobilier, découvrez de suite les nombreux studios à acheter.La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot J-204 est un appartement de 2.5 pces de 76 m2 au 2ème, distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès au balcon. une chambre à coucher avec salle de bain attenante et accès au balcon. un espace pour la colonne de lavage et baignoire dans la salle de bain attenante. un WC séparéEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";2.5;83.0;500000.0;6024.096385542169
Mättenbergstrasse 32, 3367 Thörigen;Idyllisch Leben im Neubau;Hier entsteht neuer WohnraumAn idyllisch gelegener Lage mit viel Grünflächen und dem schönen Stouffenbach vor dem Garten, erstellen wir ein einzigartiges Einfamilienhaus für Sie.Auf zwei Etagen und 4.5-Zimmern erwartet Sie beste Bauqualität mit hochwertigem und modernem Ausbaustandard.Projekt:Baubeginn der Liegenschaft ist Frühjahr 2024. Die Fertigstellung und der Einzug sind auf Herbst 2025 geplant.Entsprechend handelt es sich bei den Bildern um Visualisierungen, welche Anhand der geplanten Materialisierung erstellt wurden.Verkaufsdokumentation:Gerne stellen wir Ihnen auf Anfrage eine detaillierte Verkaufsdokumentation zu.Wir freuen uns auf Ihre Kontaktaufnahme und stehen bei Fragen sehr gerne zur Verfügung.Adlatus AG;4.5;140.0;1178000.0;8414.285714285714
Kirchstrasse 11, 4202 Duggingen;Neubau im Zentrum von Duggingen;Wir erstellen im Zentrum von Duggen ein MFH mit 3 Wonungen und in der erweiterung ein 11 Familienhaus mit Tiefgarage.Der Garageplatz ist zusätzlich CHF 40'000.--;4.5;112.0;960500.0;8575.892857142857
1958 Uvrier;2,5 pcs en attique !;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !B1-63: Attique de 2,5 pièces Surface habitable : 67 m2Terrasse : 48 m2Surface de vente : 91 m2Distribution :- Hall d'entrée avec penderie - Cuisine équipée ouverte sur salon davec accès terrasse - WC visiteur- Grande chambre avec salle de bain : Douche, WC et lavaboPARKING :***Plus de places extérieures disponibles pour cette promotion***9 Places de parc pour moto à CHF 8'000.- en sus2 Places de parc intérieures attribuées (PS37/PS73) à CHF 35'000.-/unité en sus obligatoireCOMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2026 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;2.5;67.0;457000.0;6820.895522388059
1228 Plan-les-Ouates;Nouveau projet - Triplex HPE neuf de 7 pièces avec jardin (Lot A);;7.0;222.0;2100000.0;9459.45945945946
6600 Solduno;Moderne Attikawohnung mit 360° Panoramablick;"Entdecken Sie die neue Residenz ""SOLDU 25'75"" mit 12 exklusiven Wohnungen, die in einem begehrten Wohngebiet von Solduno entsteht, nur wenige Schritte von wichtigen Annehmlichkeiten entfernt. Das Grundstück bietet eine unverbaubare Aussicht auf den malerischen Fluss Maggia und geniesst eine optimale Sonneneinstrahlung. Jede Wohnung sowie die dazugehörigen Terrassen sind nach Süden ausgerichtet, was eine natürliche, helle Atmosphäre in den Wohnräumen schafft. In wenigen Gehminuten erreichen Sie bequem die örtliche Primarschule, die Bushaltestelle sowie zahlreiche Geschäfte und Dienstleistungen.Diese beeindruckende Attikawohnung mit einer grosszügigen Wohnfläche von ca. 200 m² wird Sie begeistern! Erleben Sie modernen Neubau von höchster Qualität, ausgestattet mit den neuesten Annehmlichkeiten wie Photovoltaik-Paneelen, raumhohen Fenstern und einer weitläufigen Terrasse, die einen atemberaubenden 360°-Panoramablick bietet. Edle Marmorböden und die offene, lichtdurchflutete Raumgestaltung verleihen der Wohnung eine einzigartige Exklusivität.Die Wohnung ist bequem mit dem Aufzug erreichbar und verfügt über 3 Schlafzimmer, darunter ein Hauptschlafzimmer mit begehbarer Garderobe und eigenem Badezimmer, sowie 2 weitere Badezimmer und ein Gäste-WC. Eine private Waschküche bietet zusätzlichen Komfort, während großzügige Raumgestaltungsmöglichkeiten Raum für individuelle Anpassungen bieten, wie beispielsweise einen möglichen Kamin im Wohnbereich oder sogar einen Jacuzzi auf der Terrasse. Dieser Bau garantiert modernste Standards und hochwertige Ausstattung. Diese Attikawohnung kann auch als Zweitwohnsitz erworben werden, was sie zu einer attraktiven Investitionsmöglichkeit macht.Baubeginn Juli 2024Fertigstellung Sommer 2026Discover the new residence ""SOLDU 25'75"" with 12 exclusive apartments, which is being built in a sought-after residential area of Solduno, just a few steps away from important amenities. The plot offers an unobstructed view of the picturesque Maggia river and enjoys optimal sun exposure. Each apartment and its terraces are south-facing, creating a natural, bright atmosphere in the living spaces. The local elementary school, bus stop and numerous stores and services are just a few minutes' walk away.This impressive penthouse apartment with a generous living space of approx. 200 m² will delight you! Experience modern new construction of the highest quality, equipped with the latest amenities such as photovoltaic panels, floor-to-ceiling windows and a spacious terrace that offers a breathtaking 360° panoramic view. Fine marble floors and the open, light-flooded interior design lend the apartment a unique exclusivity.The apartment is easily accessible by elevator and has 3 bedrooms, including a master bedroom with walk-in wardrobe and en-suite bathroom, as well as 2 further bathrooms and a guest WC. A private laundry room offers additional convenience, while generous room layout options provide space for customization, such as a possible fireplace in the living area or even a jacuzzi on the terrace. The planning guarantees state-of-the-art standards and high-quality fittings. This penthouse apartment can also be purchased as a second home, making it an attractive investment opportunity.Start of construction July 2024Ready at summer of 2026Vi presentiamo la nuova residenza ""SOLDU 25'75"" con 12 esclusive unità abitative, situata in una zona residenziale di Solduno, a pochi passi dai principali servizi. Il terreno gode di una vista panoramica sul suggestivo fiume Maggia e beneficia di un'ottima esposizione al sole. Ogni appartamento e le relative terrazze sono orientati a sud, garantendo un'atmosfera luminosa e naturale negli ambienti abitativi. A pochi minuti a piedi si raggiungono comodamente la scuola primaria, la fermata dell'autobus e numerose attività commerciali nei dintorni. Questo splendido attico di circa 200...";4.5;200.0;1855000.0;9275.0
1350 Orbe;NOUVELLE PROMOTION! Magnifique villa individuelle de 4.5 pièces;NOUVELLE PROMOTION A ORBE!Frais de notaire réduits car uniquement sur la quote-part terrain !Située dans un quartier résidentiel calme et à proximité de toutes les commodités, cette villa individuelle saura vous séduire !La maison profite d'une belle vue sur la plaine de l'Orbe et sur les Préalpes. Grâce à son orientation Sud-Est, vous bénéficierez d'un ensoleillement optimal.Aux normes Minergie, le logement répond aux exigences actuelles de construction pour les aspects phoniques et thermiques. Elle est équipée d'une pompe à chaleur air-eau et de compteurs privés. Elle bénéficie également de panneaux photovoltaïques.La villa est disposée comme-ci :Rez-de-chaussée:Un hall d'entrée avec armoires murales, un WC séparé, une cuisine agencée ouverte sur la salle à manger et le séjour. Accès aux extérieurs.Au premier étage:Trois chambres à coucher dont une avec salle-de-douches attenante, une salle-de-bains avec WC.Au sous-sol :Un garage-box avec accès villa, une buanderie privée, deux caves dont une de 27m2 et un local technique.Les extérieurs : une terrasse de 28m2 et un jardin privatif de 318m2.Un garage box et une place de parc extérieure (CHF 45'000.-) complètent ce bien.Chaque acquéreur aura l'opportunité de choisir ses finitions et personnaliser son intérieur.La ville d'Orbe dispose de toutes les commodités. Pour les transports, « PubliCar Orbe » et « URBABUS » (réseau urbain d'Orbe), vous permettent depuis la ville d'Orbe de vous rendre à Chavornay, puis en train à Lausanne et Yverdon-les-Bains. Le train, « Travys » vous permet de rejoindre les communes voisines comme la Vallée de Joux, Yverdon-les-Bains ainsi que Sainte-Croix.L'axe autoroutier est accessible en 5 minutes, et vous donne la possibilité en 15 minutes de vous rendre à Lausanne et en 10 minutes à Yverdon-les-Bains.La ville d'Orbe dispose d'un large panel d'activités pour l'ensemble de ses habitants telles qu'une bibliothèque, une ludothèque, un centre loisir Urba Kids ainsi que des restaurants, des cafés, une piscine, un musée avec différentes représentations théâtrales.Le réseau Ajoval offre un accueil préscolaire au sein de 5 structures, un accueil parascolaire au sein de 3 structures et compte plus de cent accueillantes en milieu familial (AMF) réparties sur le territoire de la région d'Orbe, Vallorbe et la Vallée.Informations et visites : ALEXANDRA JEREZ 079 945 43 90 et TANIA LEITE 076 577 34 32.;4.5;127.0;1250000.0;9842.51968503937
Nüsatzstrasse 11, 8248 Laufen-Uhwiesen;4.5-Zimmer-Attikawohnung mit Weitsicht;Im schönen Zürcher-Weinland, in unmittelbarer Nachbarschaft zum Rheinfall und im Einzugsgebiet der historischen Stadt Schaffhausen, erstellen wir an der Nüsatzstrasse 11 in Laufen-Uhwiesen ein Mehrfamilienhaus mit 8 Eigentumswohnungen im Minergie-Standard. Sämtliche Wohnungen sind modern und grosszügig konzipiert. Die grossen Fenster lassen viel Tageslicht in alle Wohnungen. Das Wohnungsangebot umfasst: 2 x 4.5-Zimmer-Gartenwohnungen 1 x 3.5-Zimmer-Gartenwohnung 2 x 4.5-Zimmer-Obergeschosswohnungen 1 x 3.5-Zimmer-Obergeschosswohnung 2 x 4.5-Zimmer-Attikawohnungen 3 x Werkräume Tiefgaragenplätze stehen selbstverständlich zum Verkauf. P+Rail Parkieren beim Bahnhof Schaffhausen und reisen Sie stressfrei zum Arbeitsplatz nach Zürich: schnellste Verbindung ca. 39 Minuten nach Winterthur: schnellste Verbindung ca. 35 Minuten Geniessen Sie die Lebensqualität auf dem Land. Dank guten öffentlichen/verkehrstechnischen Anbindungen können Sie trotzdem das pulsierende Stadtleben auskosten. Mit dem Bus erreichen Sie den Bahnhof Schaffhausen in ca. 19 Minuten. Einkäufe lassen sich bequem im Dorf: Volg, Hofladen und der Metzgerei erledigen. Der Kindergarten, wie auch die Primar-/Sekundarschule können im Ort besucht werden und sind in kurzer Gehdistanz erreichbar. Die Gemeinde Laufen-Uhwiesen mit den Dorfteilen Uhwiesen, Nohl und Laufen liegt an der Nationalstrasse A4 Winterthur-Schaffhausen. Fahrzeit nach Winterthur mit dem Auto ca. 25 Minuten. Interessiert? Wir freuen uns über Ihren Anruf und stellen Ihnen gerne die umfassende Verkaufsdokumentation zu oder vereinbaren Sie gleich einen Besprechungstermin bei uns im Büro. Zudem können die Wohnungen im Rohbau besichtigt werden.;4.5;123.0;1280000.0;10406.50406504065
1958 St-Léonard;Villa Individuelle 4,5 pièces sur les coteaux de St-Léonard;!!! EXCLUSIVITE BERRA Immobilier !!!Nous vous proposons cette magnifiques villas située sur les côteaux de Saint-Léonard, juste au-dessus de son fameux lac souterrain !Idéalement située sur la rive droite du Rhône entre les 2 villes les plus importantes du canton du Valais, Sion à 5km et Sierre à 10km, la commune de St-Léonard jouit d'une position stratégique idéale au coeur du Valais.Toutes les commodités (train, bus sédunois et cars régionaux direction Sierre, centre commercial Coop et magasin de proximité), ainsi qu'une vie de village agréable et une vie associative très active, offrent aux Léonardins une qualtié de vie hors-norme.CARACTERISTIQUES : - Cadre agréable et résidentiel- Architecture moderne- Orientation plein sud- Pompe à chaleur, chauffage au sol- Triple vitrage- Lumineux et au soleil toute la journée- Couvert à voiture avec 1 place par villa- Grande terrasse (en partie couverte)- Suite parentale avec salle d'eau privative et balcon-terrasse- Belle pièce de vie avec cuisine ouverte sur séjour-salle à manger- Cave privative d'environ 30m2- Rangements pratiques et nombreuses armoires- Finitions à choixCette villa se compose comme suit :SOUS-SOL:- Hall de circulation- Local technique- Grande cave (25 m2)REZ INFERIEUR- Hall de circulation- WC visiteurs- Cuisine ouverte sur séjour- Grande pièce à vivre (30 m2)- Terrasse orientée Sud-Ouest- Balcon SudREZ SUPERIEUR- Entrée principale- Hall de circulation avec armoires murales- 2 chambres enfants (2 x 11 m2) - Salle d'eau (baignoire ou douche à choix)- 1 chambre parentale avec accès à un joli balconPARKING- 1 place sous couvert à voiture (inclus)- 1 place extérieure (inclus)COMMODITES- Quartier résidentiel calme- A 5 min de Sion / Sierre- Bus- Gare CFF- Autoroute à 5 min- Ski : Anzère, Crans, 4 vallées, etc.Plus d'informations et plaquette de ventes sur demandeChez nous, la curiosité est un joli défaut ! Appelez-moi pour une visite sur place au 079 464 11 48 !!!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!;4.5;139.0;1290000.0;9280.575539568345
1418 Vuarrens;11 appartements neufs - Promotion AGRIA;Inscrivez-vous à nos journées portes ouvertes le samedi 4 mai de 10h à 14h : https://cally.com/prx64a3rv9dnuhzsN'hésitez pas à nous contacter s'il n'y a plus de créneaux disponible afin de fixer un rendez-vous avec l'un de nos courtiers. A deux pas d'Echallens, le projet AGRIA propose 11 appartements allant du 3.5 aux 5.5 pièces, combinant confort et fonctionnalité au coeur de la commune de Vuarrens.Au sein d'un ancien corps de ferme, les espaces de vie spacieux et lumineux sont complétés par des finitions de qualité, alliant élégance contemporaine et éléments architecturaux d'origine. Un lieu où le passé et le présent se rencontrent pour créer une expérience de vie exceptionnelle.Conçu par un bureau d'architectes renommé, le projet est parfaitement intégré dans l'environnement. Construit avec des matériaux de haute qualité, les logements sont équipés de la domotique e-smart et les choix des finitions sont au gré des acquéreurs.Les résidents peuvent profiter de la tranquillité du cadre rural tout en bénéficiant des commodités locales et de la commune d'Echallens à quelques minutes. Une cave et des places de parc sont mis à disposition des résidents.Le lot 4 est un appartement de 4.5 pièces situé au rez-de-jardin et se compose comme suit :-Hall d'entrée-Cuisine ouverte sur le séjour avec accès à la terrasse et au jardin-2 Chambres avec accès au jardin-1 Chambre-1 Salle de douche / WC-1 Salle de bain / WC-1 WC visiteurs-1 Place de parc extérieure-1 garage / box-1 CavePrix de vente : CHF 950'000.-Prix place extérieure : CHF 15'000.-Prix garage / box : CHF 40'000.-Prix de vente total : CHF 1'005'000.-https://agria-vuarrens.ch/;4.5;115.0;950000.0;8260.869565217392
Grand Champsec, 1950 Sion;Lot C-001 - Studio au rez-de-chaussée;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Véritable écrin de verdure intégré au tissu urbain, ce projet composé de 8 immeubles à haute efficacité énergétique et à l'architecture épurée propose 191 appartements allant du studio au 4.5 pièces, spacieux et confortables.Vous y trouverez certainement votre futur cocon ! *** PHASE II - Spécial investisseur ***Vous cherchez à investir dans l'immobilier, découvrez de suite les nombreux studios à acheter. La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot C-001 est un studio de 49 m2 au rez-de-chaussée, avec une terrasse de 9 m2 et un jardin de 26 m2, distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès à la terrasse. un espace séparé pour la chambre. une salle de bain avec baignoire, WC et espace pour la colonne de lavageEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";1.5;55.0;346000.0;6290.909090909091
Im Eichbühl 54, 8405 Winterthur;"""PANORAMA"", 3 REFH an exklusiver Lage mit Stadtblick";An südöstlich privilegierter Hanglage von Winterthur, im beliebten Stadtteil Seen, entsteht das Projekt «PANORAMA». Drei Reiheneinfamilienhäuser mit je 5.5 Zimmer und einer fantastische Weitsicht bis zur Innenstadt und in die Alpen.Schule, Einkauf wie auch der S-Bahnhof Winterthur-Seen sind in wenigen Gehminuten erreichbar. Die Lage der Häuser ist einmalig. Exklusive Fernsicht, eine gehobener Wohnlage, nachhaltiger Hybridbau. ökologische Bauweise und noch viel mehr bieten Ihnen diese Traumhäuser in Oberseen. Im Preis inbegriffen ist der Carport.Interessiert? Frau Schuler, Telefon 052 224 00 43 gibt Ihnen gerne Auskunft.;5.5;136.0;1990000.0;14632.35294117647
