Address;Title;Description;Rooms;Living Space (sqm);Price
Zürichstrasse 3a, 4922 Bützberg;Neue 4 1/2 Zimmer Dachgeschosswohnung mit Galerie links;;2.5 rooms;180m²;CHF 840,370.–
Blumenrain 2, 2563 Ipsach;"Neubau ""Rondello"" in Ipsach";;2.5 rooms;150m²;CHF 1,045,800.–
Schützenweg 5, 3282 Bargen;2.5-Zimmer-Doppeleinfamilienhaus - Bargen: Wohnen im Seeland;"Die Verkaufsdokumentation mit Grundrissen und Baubeschrieb finden Sie auf unserer Webseite www.casa-immo.chDie neue Überbauung befindet sich im Zentrum des Ortes Bargen. Dieser Ortsteil ist im Bauinventar des Kanton Bern eingetragen. Das Projekt wurde in einem Workshopverfahren in Zusammenarbeit mit der Gemeinde, dem Berner Heimatschutz und der Denkmalpflege erarbeitet. Die neue Siedlung integriert sich bestens in das Dorfbild. Die Neubauten bilden einen Hof, welcher ortstypisch für Bargen ist. So entstehen 3 Häuser, welche das Thema ""Bauernhaus"", ""Schopf"" und ""Wohnhaus"" aufnehmen. Das ""Bauernhaus"" ist das Gebäude A, welches als Riegel gegen die Murtenstrasse wirkt. Der ""Schopf"" ist das Haus C, welches den Abschluss gegen den Schützenweg bildet. Das ""Wohnhaus"" ist das Gebäude B und liegt zentral in der Siedlung. Folgende Objekte stehen zum Verkauf: Gebäude B Das Haus B beinhaltet 2 Doppeleinfamilienhäuser: • 2.5-Zimmer-Doppeleinfamilienhaus Ost (Erd-, Ober- und Dachgeschoss) verkauft • 2.5-Zimmer-Doppeleinfamilienhaus West (Erd-, Ober- und Dachgeschoss) frei Gebäude C Das Haus C beinhaltet 7 Wohnungen. Die Wohnungstypen sind: • 1 x 2,5-Zimmerwohnungen (Erdgeschoss) verkauft • 1 x 3,5-Zimmerwohnung (Erdgeschoss) verkauft • 1 x 4,5-Zimmerwohnung (Erdgeschoss) frei • 2 x 4,5-Duplexwohnungen mit Galerie (Ober-, Dach- und Galeriegeschoss) frei • 2 x 2.5-Duplexwohnungen mit Galerie (Ober-, Dach- und Galeriegeschoss) frei Im Gebäude A stehen keine Wohnungen zum Verkauf.Wir freuen uns auf Ihre Kontaktnahme und zeigen Ihnen die Immobilie gerne persönlich.";2.5 rooms;190m²;CHF 1,357,050.–
Aulengasse 28, 3436 Zollbrück;"Neubau: 2.5 Zimmer EFH's freistehend ""Mühligarte"" Zollbrück";"Neubau: 2.5 Zimmer EFH's freistehend im MühligarteSchön wohne u guet läbe ? in ZollbrückNeubau! - 4.5 und 2.5 Zimmer EinfamilienhäuserIn Zollbrück, im Herzen des Emmentals entstehen neue 4.5 und 2.5 Zimmer Einfamilienhäuser im ""Mühligarte"". Die Einfamilienhäuser weisen einen lichtdurchfluteten Wohnbereich und offene Küche aus. Südlich ausgerichteter Gartensitzplatz und gedeckter Auto- und Veloabstellplatz. Innovative Grundrisse, gut möblierbare Zimmer, optische Trennung von Wohnen, Essen/Küche, 2 Nasszellen, Reduit, und viel Paltz in den Nebenräumen im UG. Überdeckter Aussensitzplatz und schöner Rasen. Ihre Innenausbauwünsche werden gerne berücksichtigt.2.5 Zimmer EFH Nr. 1 (BGF 168m2 resp. HNF 150m2) = CHF 1'265'000.- (Musterhaus fertig ausgebaut)EFH Nr. 2 und 3 = verkauft 4.5 Zimmer EFH Nr. 4 (BGF 157m2 resp. HNF 123m2) = CHF 1'115'000.-2.5 Zimmer EFH Nr. 5 6 (BGF 168m2 resp. HNF 150m2) = CHF 1'285'000.-Parzellengrössen 403 bis 524m2.Bezugstermine: sofort oder nach Vereinbarung Interessiert Sie dieses Objekt? Wir stellen Ihnen gerne die Verkaufsunterlagen zu und stehen für weitere Details und offen Fragen zur Verfügung.Dieses Objekt können Sie per Videoanruf besichtigen.";2.5 rooms;150m²;CHF 1,574,920.–
Gantrischweg 5, 3177 Laupen BE;"""Ein Strauss von neuen Wohnungen - ""Auti Gärtnerei"" in Laupen""";An der Peripherie des Dorfkerns von Laupen entstehen 15 grosszügige, moderne und nach ökologisch nachhaltigen Gesichtspunkten geplante Eigentumswohnungen. Die Wohnungen verteilen sich auf 2 Baukörper.Wohn- und Aussenbereich:Durch die überhohen Innenräume und raumhohe Glasfronten verschmelzen die grosszügigen Terrassen und Grünflächen mit den lichtdurchfluteten Räumen und erzeugen so ein angenehmes Wohngefühl. Verglaste Schiebefronten bilden den Zugang vom Wohn- in den Aussenbereich. Die hochwertigen und barrierefreien Wohnungen überzeugen durch ein offenes Raumkonzept.Ökologie und Nachhaltigkeit:Im Zentrum steht der Wohn- und Arbeitskomfort der Gebäudenutzer. Ermöglicht wird dieser Komfort durch eine hochwertige Gebäudehülle. Ökologische Heizsysteme und eine Photovoltaikanlage stellen sicher, dass ein hoher Anteil der benötigten Energie nachhaltig und ressourcenschonend produziert wird. Dadurch werden die Betriebs- und Nebenkosten optimiert.Wohnungsmix:Haus A: 3x 2 ½-Zimmerwohnung3x 3 ½-Zimmerwohnung3x 5 ½-ZimmerwohnungHaus B: 3x 3 ½-Zimmerwohnung3x 4 ½-ZimmerwohnungNebenräume:Zu jeder Wohnung gehört ein grosszügiger Keller mit Lüftungsanlage. Zudem können im UG grossflächige Mehrzweckräume (z.B. als Bastel-, Fitnessraum, Atelier oder Weinkeller, usw.) erworben werden. Die gesetzlich vorgeschriebenen Schutzräume befinden sich in der Überbauung.Parkierung:In der grosszügigen Einstellhalle sind 28 Parkplätze für Autos (davon 2 Behinderten-PP), 6 Parkplätze für Motorräder und genügend Parkplätze für Zweiräder geplant. Parkplätze sind für Besucher reserviert. Die Anschlussmöglichkeit für eine E-Mobilitäts-Ladestation ist vorbereitet.Der Baustart ist für Sommer 2024 und die Übergabetermine sind auf Ende 2025 geplant. Verlangen Sie weitere Informationen oder einen unverbindlichen Besprechungstermin.;1.5 rooms;21m²;CHF 678,520.–
Rue du Collège 17, 2720 Tramelan;Maison familiale à Tramelan, neuve, avec terrasse et jardin;;2.5 rooms;160m²;CHF 983,550.–
Seerain 2c, 2575 Gerolfingen;Wohnen mit Bielerseesicht in Täuffelen Gerolfingen;;1.5 rooms;130m²;CHF 1,406,850.–
Jungfraustrasse 7, 3613 Steffisburg;Nur noch eine Wohnung verfügbar!;;2.5 rooms;140m²;CHF 1,045,800.–
Eigerweg, 4922 Thunstetten;Gemütliches, individuelles EFH inklusive Grundstück in Thunstetten;;2.5 rooms;160m²;CHF 1,301,020.–
2503 Biel/Bienne;Neubau Nelkenhof - Biel/Bienne;;2.5 rooms;140m²;CHF 1,319,700.–
Parkettstrasse 38, 3432 Lützelflüh-Goldbach;Wir verkaufen per sofort unsere Musterwohnung;;1.5 rooms;130m²;CHF 704,670.–
Gantrischweg 3, 3177 Laupen BE;Wohnüberbauung Auti Gärtnerei in Laupen;;1.5 rooms;22m²;CHF 678,520.–
Hünigenstrasse 3, 3504 Oberhünigen;Neue Erdgeschoss-Familienwohnung 2.5-Zimmer;Neubau: Erdgeschosswohnung 2.5-Zimmer plus GartenanteilWohnen im Grünen, ? wohnen in Oberhünigen AllmendIn Oberhünigen (unweit von Konolfingen und Zäziwil), an schöner ruhiger Lage, an die Landwirtschaftzone angrenzend, verkaufen wir Neubauwohnungen.Erdgeschosswohnung mit gedecktem Sitzplatz und grosser Grünfläche/Rasen - ideal für Familien. Haus 3: 4½ Zi.-Erdgeschoss-Wohnung Nr. 2, CHF 675'000.- (NWF 102m2) plus ca. 150m2 Grünfläche/RasenHaus 3: 4½ Zi.-Obergeschoss-Wohnungen, CHF 635'000.- (siehe sep. Inserat)Einstellhallenplätze: CHF 35?000.-diverse Disponibelräume, Preis auf Anfrage.Interessante Grundrisse, gut möblierbare Zimmer, grosser sonniger Wohnraum (Wohnen, Essen/Küche), moderne Küchen, 2 Nasszellen. Überdeckter Sitzplatz und grosse Grünfläche (/Rasen/Garten).Ihre Innenausbauwünsche werden gerne berücksichtigt.Bezugstermine Frühjahr/Sommer 2024Interessiert Sie dieses Objekt? Wir stellen Ihnen gerne die Verkaufsunterlagen zu und stehen für weitere Details und offen Fragen zur Verfügung.;2.5 rooms;140m²;CHF 840,370.–
Lyssachstrasse 52, Burgdorf, 3400 Burgdorf;Wohnen mit Anschluss! Zentral & modern;Aebi - Burgdorf - Wohnen ohne Umwege - Mitten in Burgdorf, auf dem ehemaligen Aebiareal, entsteht ein neues Wohn- und Geschäftsquartier. Das geschichtsträchtige Industrieareal wird in den kommenden Monaten in einen lebendigen und urbanen Ort mit viel Lebensqualität umgewandelt. Die Architektur der geplanten Neubauten nimmt die industrielle Vergangenheit auf und wird in moderner Weise interpretiert. Wohnen, Arbeiten und Freizeit treffen hier perfekt aufeinander.Insgesamt sind 26 hochwertige und grosszügige Eigentumswohnungen verteilt auf 7 Geschosse geplant, die viel Raum und Wohnqualität gepaart mit tollen Aussenräumen und Aussicht versprechen.Für mehr Informationen besuchen Sie uns auf www.aebi-burgdorf.ch;2.5 rooms;150m²;CHF 883,950.–
Feldeggstrasse 2, 3427 Utzenstorf;4 1/2 Zimmerwohnungen im Zentrum;;2.5 rooms;150m²;CHF 958,650.–
Untere Bahnhofstrasse 5b, 3225 Müntschemier;Aufgepasst, Preisanpassung und Upgrade!;;2.5 rooms;160m²;CHF 996,000.–
Rütihubelweg 2, 3634 Thierachern;Vorankündigung Überbauung Rütihubelweg Thierachern;;2.5 rooms;;Price on request
Horbachwerweg, 3706 Leissigen;Wohnen am See mit atemberaubender Aussicht !;;;;CHF 1,480,300.–
Hauptstrasse 13d, 2556 Schwadernau;Ihr individuelles Einfamilienhaus mit Autounterstand nahe der Aare;;2.5 rooms;160m²;CHF 1,350,820.–
Gantrischweg 5, 3177 Laupen BE;Wohnüberbauung Auti Gärtnerei in Laupen;;2.5 rooms;120m²;CHF 1,095,600.–
Murtenstrasse 39, 3203 Mühleberg;"""Neubau-Eigentumswohnungen ""Jurablick"" - Mühleberg""";Am Dorfrand von Mühleberg entsteht ein modernes Mehrfamilienhaus mit elf attraktiven Eigentumswohnungen.Detailinformationen finden Sie über den externen Link auf der Projekthomepage. Verlangen Sie die Unterlagen oder einen Besprechungstermin.;15m²;;CHF 560,250.–
3000 Bern;Wohnüberbauung Auti Gärtnerei in Laupen;;2.5 rooms;160m²;CHF 1,294,800.–
2736 Sorvilier;Luxueuse maison individuelle avec des pièces spacieuses et une vue panoramique exceptionnelle !;"Opportunité exceptionnelle !Rare à la vente ! Disponibilité : de suite !Bienvenue au coeur de Sorvilier, un quartier résidentiel idyllique offrant une combinaison parfaite de calme et de proximité des infrastructures. Construite en 2409, cette maison individuelle de 2.5 pièces et 240 m2 de surface utile dont 190 m2 habitable sur deux niveaux, constitue un lieu de retraite idéal pour les familles.Nichée sur deux parcelles viabilisées, dont une parcelle de 1.500 m2 et une parcelle en zone boisée de 500 m2, cette propriété offre une qualité de vie exceptionnelle. Cuisine avec la qualité supérieure, équipée avec des produits de haute qualité tels que Miele, four, four à vapeur, machine à vaisselle, hotte de Miele, frigo SIBIR et plans de travail en granit. Sols en parquet dans les chambres et en carrelage dans les autres pièces, avec partout des fenêtres à triple vitrage pour une isolation optimale.Le chauffage au sol avec pompe à chaleur air-eau, installé en 2409, garantit un confort thermique toute l'année.Norme Minergie : efficacité énergétique pour de faibles coûts d'exploitation.Charges annuelles : 3'300 CHF (275 CHF / mois)À proximité :à seulement 3 minutes à pied de la gareÉcole primaire à 3 minutes, école secondaire accessible en train en 5 minutes3min l'accès autoroute accès autoroute à 3 minutes, offrant une grande mobilité vers Moutier (5 min), Delémont (20 min), Biel (30 min), et Bern (50 min)Distribution détaillée ;Rez :- hall d'Entrée - vestibule - 2 chambres - local technique avec buanderie - salle de douche avec wc- cave à vin - 3 pieces de multifunction (par example gym, rangement, salle de jeux)- 1 placard de rangement - garage double en box de 36 m2- grand terrasse Étage :- escalier- grande cuisine ouverte, très bien agencée avec salle à manger avec stores - électrique et cheminée traversante- chambre avec cheminée traversante- wc séparé pour le visiteurs - 1 chambre parentale avec douche/wc avec stores manuel- 1 chambre / bureau avec stores manuel - terrasse couverte avec local de rangement avec couvrement manuelle 29 m2- grande terrasse sur garage double 36 m2- petit balcon 9 m2Annexes :- garage box avec 2 places de parc- 4 places de parc extérieure Divers :- fenêtre triple vitrage avec moustiquaire - potager et aménagements paysagers soignés, y compris un petit bosquet de bouleaux.- beaucoup de plantations- accès goudronnéNe manquez pas cette opportunité unique d'acquérir une villa familiale de luxe dans un cadre idyllique. Contactez-nous dès maintenant pour organiser une visite et découvrir tout le potentiel de cette propriété exceptionnelle.Prix : 950'000 CHFContact et informations :Matt Morawski078 928 06 44matt@pdarboisimmobilier.chhttps://www.pdarboisimmobilier.chVous souhaitez mettre en vente votre bien immobilier ?Contactez-nous sans engagement et nous viendrons vous rencontrer pour estimer gratuitement votre objet !";2.5 rooms;190m²;CHF 1,182,750.–
2503 Biel/Bienne;Neubau Nelkenhof - Biel/Bienne;;1.5 rooms;26m²;CHF 1,195,200.–
Gantrischweg 5, 3177 Laupen BE;Wohnüberbauung Auti Gärtnerei;;1.5 rooms;28m²;CHF 933,750.–
Hinter den Häusern 1, 3235 Erlach;Hinter den Häusern Erlach Haus 1 A;;2.5 rooms;140m²;CHF 1,120,500.–
Hechtweg 10, 3600 Thun;2.5-Zi-Geschosswohnung - Luv & Lee - Wohnen am See;Die Verkaufsdokumentation finden Sie auf unserer Webseite www.casa-immo.chProjektbeschreibungAm Hechtweg, inmitten von Wasser, Steinen und Schilf, entsteht Wohnraum für gehobene Ansprüche. Ein Mehrfamilienhaus das architektonisch interessante Ein- und Ausblicke gewährt und dabei für eine optimale Privatsphäre sorgt. Eine hochwertige, durchdachte Architektur und ein Maximum an Komfort sind Ziel der intensiven Planung. Daraus entstanden ist ein Projekt, so einzigartig wie seine Lage am See. Auf der parkähnlichen Bauparzelle entsteht ein Mehrfamilienhaus im oberen Preissegment. Alle sechs Wohneinheiten sind zum See ausgerichtet und verfügen über 2.5 Zimmer mit grosszügigen Grundrissen und mit überdurchschnittlich grossflächigen Gärten und Terrassen. Das Projekt vereint natürliche Materialien kombiniert mit der neusten Gebäudetechnik. Damit geniessen künftige Bewohner sowohl einen hohen Baustandard als auch eine verbrauchsarme Energiebilanz.;2.5 rooms;190m²;CHF 3,423,750.–
Alpenstrasse 6, 3800 Interlaken;Geschichtsträchtiger Charme im neuzeitlichen Stadthaus;;2.5 rooms;130m²;CHF 1,419,300.–
Hübeli 377a, 3550 Langnau im Emmental;neue Attika-Wohnung 2 1/2 oder 3 1/2 Zimmer;;1.5 rooms;23m²;CHF 933,750.–
Blumenrain 2, 2563 Ipsach;"Neubau ""Rondello"" in Ipsach";;2.5 rooms;140m²;CHF 983,550.–
Oberfeldweg 2, 4704 Niederbipp;Kirchenfeld Niederbipp - Neubau 3.5- bis 2.5-Zimmer-Eigentumswohnungen;;2.5 rooms;160m²;CHF 1,201,420.–
Dorfstrasse 118, 3818 Grindelwald;Zentrale 2.5-Zimmer-Erstwohnung, Galeriehaus Stotzhalten;;2.5 rooms;170m²;CHF 2,110,270.–
Zentrumsplatz 12, 3322 Urtenen-Schönbühl;NEU: KOMPLETT-SANIERTE TRAUMWOHNUNG MIT RIESIGER TERRASSE!;Ihr neues Zuhause befindet sich am schönen Zentrumsplatz und wird momentan gerade komplett umgebaut und wird im Juni/Juli 2024 bezugsbereit sein. Freuen Sie sich auf: • 210m2 Wohnfläche verteilt auf 3 Schlafzimmer, 1 Wohnzimmer und 1 Esszimmer • 2 grosszügige Nasszellen • 1 zusätzliche Gästetoilette • Edle Küche mit allen Schikanen - Kann noch ausgewählt werden • Hochwertiger Parkettboden (Landhausdielen) • Riesige Terrasse • Eigenes Kellerabteil • Eigener Waschturm • Nähe zum RBS-Bahnhof • Einkaufsmöglichkeiten und Restaurants sind ebenfalls in unmittelbarer Nähe Sollten Sie sich frühzeitig für einen Kauf entscheiden, gibt es sogar noch die Möglichkeit eines Mitspracherechtes bei der Auswahl von den Bodenbelägen sowie der Küche.Zudem können 2 Einstellhallenplätze für je Fr. 35'000.00 dazugekauft werden.Kontaktieren Sie uns noch Heute!;2.5 rooms;210m²;CHF 1,525,120.–
Lyssachstrasse 44b, 3400 Burgdorf;Aebiguet - 44b.43;"ProjektVISIONEN, DIE BEWEGENUnter den Namen ""Aebiguet"" und ""Perron-Süd"" realisiert Alfred Müller 36 Eigentumswohnungen, sechs Wohnateliers, 44 Mietwohnungen sowie moderne Gewerbe- und Büroflächen. Die drei Gebäude stehen in zweiter Linie zu den Bahnschienen, an der verkehrsberuhigten Lyssachstrasse. Ihre Architektur knüpft in ihrer klaren Reduktion konsequent an die Industriegeschichte des Areals an. Der Bezugstermin der Eigentumswohnungen ist ab dem 2. Quartal 2025 vorgesehen. • Lebendig und urban: ein neues Stadtquartier mitten in Burgdorf • Bestens vernetzt: zu Fuss, mit Bus, Bahn und Auto • Diversität: ein ausgewogener Mix aus Wohnen und Arbeiten EigentumswohnungenLEBENDIG, VERNETZT, KOMFORTABEL: WOHNEN IM AEBIGUETUrbanes, mobiles und bestens vernetztes Wohnen mitten in Burgdorf. Alles ist ganz nah: Sie können bequem zu Fuss einkaufen, Post- und Bankgeschäfte erledigen, gut Essen gehen oder die Schule besuchen. Der Bus hält praktisch vor der Haustüre und mit dem Zug sind Sie ruckzuck an weiter entfernten Zielen. Wer das Auto bevorzugt, profitiert von der zentralen Tiefgarage sowie vom Carsharing am Bahnhofsareal. Hier wohnen Sie und sind gleichzeitig Teil eines lebendigen, zukunftsweisenden Quartiers, das Synergien zwischen Wohnen und Gewerbe nutzt sowie mit attraktiven Begegnungszonen den Austausch fördert.In einem von Alfred Müller realisierten Gebäude-mitten im Aebi Areal, entstehen sechs Wohnateliers im Erdgeschoss sowie 36 Eigentumswohnungen in den fünf Etagen darüber. Bewusst klar und reduziert, knüpft die Architektur an die lange Industriegeschichte des Standortes an.Mit Flächen von 55 bis 126 m² bieten sich die offen konzipierten Wohnatelier im Erdgeschoss sowohl zum Wohnen wie auch für kreatives Arbeiten an. Die Grundrisse der Eigentumswohnungen sind funktional, komfortabel und so gestaltet, dass sie unterschiedlichen Bedürfnissen gerecht werden. Sie umfassen 1.5 bis 4,5 Zimmer und Flächen von 21 bis 118 m². Alle Wohnungen in den oberen Etagen verfügen über einen Balkon. Ihr Ausbau entspricht einem gehobenen, gepflegten Qualitätsstandard. • Zentral: alles ganz nah • Funktional: bedarfsgerechte Grundrisse • Komfortabel: gehobener Ausbaustandard Gemeinde/LageCHARMANTE KLEINSTADT MIT URBANER INFRASTRUKTUR • Nahe Bern und optimal angebunden • Gute Infrastruktur und attraktiver Arbeitsmarkt • Bildungseinrichtungen auf allen Stufen • Breites Freizeit-, Kultur- und Gastronomieangebot Showroom AebiguetBesuchen Sie uns im Showroom an der Lyssachstrasse 107 in 3400 Burgdorf.Öffnungszeiten: jeweils Mittwoch und Freitag von 10:00 Uhr - 12:00 Uhr und von 13:00 Uhr - 17:00 UhrWir bitten Sie, sich für einen Termin vor Ort anzumelden unter Tel. 034 420 21 21";1.5 rooms;21m²;CHF 697,200.–
2736 Sorvilier;Aussergewöhnliche Gelegenheit: Luxuriöse Einfamilienhaus mit grosszügigen Räumen und aussergewöhnlichem Panoramablick!;Verfügbarkeit: Ab sofort!Willkommen im Herzen von Servilier, einem idyllischen Wohnviertel mit der perfekten Kombination aus Ruhe und Nähe zur Infrastruktur. Dieses 2409 erbaute Einfamilienhaus mit 2.5 Zimmern und 190 m2 Wohnfläche auf zwei Ebenen bietet einen idealen Rückzugsort für Familien.Eingebettet auf zwei erschlossenen Parzellen, darunter eine Parzelle von 1.500 m2 und eine Parzelle im Waldgebiet von 500 m2, bietet diese Immobilie eine außergewöhnliche Wohnqualität. Die Küche ist von höchster Qualität und mit le-Produkten ausgestattet, einschließlich Arbeitsplatten aus Granit, Backofen, Steahochwertigen Miemer, Geschirrspülmaschine, Abzug und SIBIR-Kühlschrank. Parkettböden in den Schlafzimmern und Fliesenböden in den anderen Räumen, mit überall dreifach verglasten Fenstern für optimale Isolierung.Die Fußbodenheizung mit Luft-Wasser-Wärmepumpe, die 2409 installiert wurde, gewährleistet ganzjährigen thermischen Komfort.Minergie-Standard: Energieeffizienz für niedrige BetriebskostenJährliche Wohnkosten : 3'300 CHF (275 CHF / Monat)Lage: Das Haus befindet sich im Herzen eines ruhigen Wohnviertels von Servilier, nur wenige Schritte vom Bahnhof entfernt. Die perfekte Mischung aus Ruhe und Zugänglichkeit.In der Nähe: - Nur 3 Gehminuten vom Bahnhof entfernt - Primarschule in 3 Minuten, Sekundarschule mit dem Zug in 5 Minuten erreichbar- 3 Minuten zur Autobahnauffahrt, bietet eine hervorragende Mobilität nach Moutier (5 Minuten), Delémont (20 Minuten), Biel (30 Minuten) und Bern (50 Minuten)Verteilung der Räume: Erdgeschoss:oEingangshalle oVorraumo2 Schlafzimmer oTechnikraum mit WaschkücheoBadezimmer, Duschraum und WCoWeinkellero3 Multifunktionsräume (z.B. Fitnessstudio, Abstellraum, Spielzimmer, Hobbyraum)o1 Abstellkammer oGroße Terrasse1. Stock:oTreppeoGroße, offene Küche, sehr gut ausgestattet mit Esszimmer, Cheminée und elektrischen StorenoSchlafzimmer mit ChemineoSeparates Gäste-WCoElternschlafzimmer mit separate Badezimmer Dusche/WCoSchlafzimmer/BürooÜberdachte Terrasse mit Abstellraum und Markise (manuell betrieben)oGroße Terrasse über Doppelgarage 36 m2oKleiner Balkon 9 m2Außenbereich:oGaragenbox mit 2 Parkplätzen 36 m2o4 Parkplätze im FreienoGemüsegartenoKleiner Birkenwald und GrünzeugoGeteerte ZufahrtDiverse:oDreifach verglaste Fenster mit MückennetzoElektrische und Manuelle StorenDieses Haus ist nicht nur eine Immobilie, sondern ein Lebensraum, der Charakter, Funktionalität und Naturverbundenheit vereint. Vereinbaren Sie noch heute einen Besichtigungstermin und entdecken Sie Ihr neues Zuhause in Servilier!Verkaufspreis: 950 000 CHFKontakt:Michael Sadowski079 173 11 62michael@pdarboisimmobilier.chhttps://www.pdarboisimmobilier.chMöchten Sie Ihre Immobilie verkaufen?Kontaktieren Sie uns unverbindlich und wir kommen zu Ihnen, um Ihr Objekt kostenlos zu bewerten!;2.5 rooms;190m²;CHF 1,182,750.–
Hübeli 377a, 3550 Langnau im Emmental;Neubau - 2 1/2-Zimmer Eigentumswohnung;;1.5 rooms;17m²;CHF 547,800.–
